tweet,emotion
"Tamil Nadu: Salons and beauty parlours reopen in Chennai following relaxations in lockdown; state govt has asked beauty parlours and salons to collect details of customers including Aadhaar number, phone number and address. #Unlock1  pic.twitter.com/lbZzlk39Jb",joy
10% looks very conservative. With unlock1.0 other cities are just lagging cities like Chennai by few months.,sadness
"TN today #COVIDー19 updates  
New cases - 1,091
Discharge - 536
13 -  deaths reported. 

Total:

24,586 cases reported Till date 
13,706 patients discharged, 197 deaths. 

Chennai - 809 total - 16,585
@NHM_TN
#TNCoronaUpdates #Covid19Chennai #Lockdown5 #Unlock1  pic.twitter.com/DFFVHbhSNz",sadness
@CMOTamiINadu Please allow Non-essential Ecommerce purchase and delivery via @amazonIN and @Flipkart for Chennai. It is becoming really difficult for us to go out and buy anything. It's #Unlock1 and as per @HMOIndia non essential can be delivered outside containment zone.,sadness
"Hilarious 😂
#Lockdown5 #tamilmemes #Unlock1 #Chennai #TamilNadu pic.twitter.com/wb1zEcoOQP",joy
"Out of the 1,112 TN Internal cases, Chennai alone has 967 cases..

Are we doing enough tests in rest of TN.. More of #Unlock1 relaxations are applicable to outside Chennai.. 

Govt should do more tests both in Chennai and Rest of TN..  https://twitter.com/rameshlaus/status/1267449158308368385 …",sadness
"The elections to 18 Rajya Sabha seats that were deferred owing to the lockdown will be held on June 19
#hindustanibhau #Pakistani #COVID19India #Chennai #economy #FireMikeMearls #finance #RamMandir #elections #RajyaSabha #PMCaresFund_का_हिसाब_दो #Unlock1 #AatmanirbharBharat",sadness
"How is day one of  #Unlock1 looking on ground? @nolanentreeo and @shalinilobo93 report from #Bengaluru and #Chennai respectively.
#ITVideo pic.twitter.com/McTuaywspd",sadness
"#Unlock1: Salons reopen in #Chennai
#TamilNaduUnlock1 pic.twitter.com/2Ak3xrR4Ep",joy
"Logic illatha lockdown thalarvugal🤷‍♂️
👇 👇 👇 👇 👇
 https://youtu.be/abt1yVrw1vo 

Sanchita pochu😂😂😂
#Lockdownextention #CoronavirusLockdown #Lockdown5 #Unlock1 #lockdownindia #lockdownextended #COVID19India #Chennai #CoronaVirusUpdates @CMOTamilNadu pic.twitter.com/FjHbMpf9NN",anger
"With just minimum relaxations provided, Chennai returns back to its chaotic state..🙈🙈
#Lockdown5
#Unlock1  pic.twitter.com/npGdI0n1kD",joy
"Tamil Nadu government also allowed partial relaxation of public transport barring Chennai, Kancheepuram, Tiruvallur and Chengalpattu districts. 
Find out more here:
#Unlock1
@xpresstn pic.twitter.com/VwL77LLhDO",anger
"#Unlock1
#unlockone
#Unlock 

Check it updates chennai and tamilnadu
 https://youtu.be/l-BVyAGMSeU ",joy
Are liquor shops going to open in #Chennai during #UNLOCK1 YES or NO #TASMAC,joy
"Unlock 1.0 effect 🤔☹️
TN #covid19 positive Count crosses 1000 in a day for first time.

Be safe Chennaities and rest red zone ppls.

#chennai #lockdown #unlockone
#Unlock1 #Covid_19india #Covid19Chennai #covid_19 pic.twitter.com/Swc5MC2gHt",joy
"Strangely, I’m not comfortable with unlock1.0 for chennai. Not yet !!!",anger
"Public bus transport is prohibitedIn Chennai, Chengalpet, Kanchipuram and Tiruvallur.

Ban on theatres, gyms and educational institutions will also remain in force for now.

#Unlock1 #Lockdown5 #TamilNadu #Chennai #Chengalpet #Kanchipuram #Tiruvallur #TNLockDown #TNGovt",anger
"#TamilNadu Unlock1 for Outside Chennai 

- Public transport is allowed intra-zone with 60% occupancy.

- Factories, IT companies, Private companies can operate at 100% employees.

- TASMAC - From 10 AM to 8 PM.

- Non-essential E-commerce allowed.

#Unlock1 #Lockdown5 #TNGovt",disgust
"#TamilNadu Unlock1 For #Chennai 

From June 8th:

- 50% dine-in capacity in restaurants/Tea shops with No A/C.

- Tea Shops, Restaurants, Vegetable and Grocery Shops - From 6 AM to 8 PM.

- Taxis/Cabs - 3 Passengers, Autos - 2 Passengers (Excluding Driver).

#Unlock1 #Lockdown5",sadness
"#TamilNadu Unlock1 For #Chennai

From June 1:

- Salon/Beauty Parlor can operate with No A/C.

- All showrooms and big shops allowed to operate with 50 per cent staff.

- IT companies will be allowed to work with 20 per cent of the workforce with a maximum of 40 people.

#Unlock1",disgust
"TN #Unlock1 For #Chennai

From June 8th

- 50% dine-in capacity in restaurants/Tea shops.. No A/C

- Tea Shops, Restaurants, Vegetable and Grocery Shops - From 6 AM to 8 PM

- Taxis/Cabs - 3 Passengers.. Autos - 2 Passengers (Excluding Driver)

- Salon/Beauty Parlor.. No A/C",sadness
"TN #Unlock1 For #Chennai

From June 1st

- IT Companies: 20% Max Employee Force.. 40 People Max.. Own Transportation by the Company

- Other Private Companies - 50% Employees.. WFH is encouraged

- Except Malls, all shops including Big ones can open.. 50% employees.. 5 customers",sadness
"TN #Unlock1 For #Chennai

From June 1st

- IT Companies: 20% Max Employee Force.. 40 People Max.. Own Transportation by the Company

- Other Private Companies - 50% Employees.. WFH is encouraged

- Except Malls, all shops including Big ones can open.. 50% employees.. 5 customers",sadness
"TN #Unlock1 For #Chennai

From June 8th

- 50% dine-in capacity in restaurants/Tea shops.. No A/C

- Tea Shops, Restaurants, Vegetable and Grocery Shops - From 6 AM to 8 PM

- Taxis/Cabs - 3 Passengers.. Autos - 2 Passengers (Excluding Driver)..

- Salon/Beauty Parlor.. No A/C",sadness
"TN #Unlock1 for Outside #Chennai 

- Factories can operate at 100% employees

- IT companies can operate at 100% employees.. 20% WFH is encouraged..

- Private companies can operate with 100% employees..

- TASMAC - From 10 AM to 8 PM..

- Non-essential E-commerce allowed..",disgust
"TN #Unlock1 For #Chennai

From June 1st

- IT Companies: 20% Max Employee Force.. 40 People Max.. Own Transportation by the Company

- Other Private Companies - 50% Employees.. WFH is encouraged

- Except Malls, all shops including Big ones can open.. 50% employees.. 5 customers",sadness
"TN #Unlock1 For #Chennai

From June 8th

- 50% dine-in capacity in restaurants/Tea shops.. No A/C

- Tea Shops, Restaurants, Vegetable and Grocery Shops - From 6 AM to 8 PM

- Taxis/Cabs - 3 Passengers.. Autos - 2 Passengers (Excluding Driver)..

- Salon/Beauty Parlor.. No A/C",sadness
"TN #Unlock1 for Outside #Chennai 

- Factories can operate at 100% employees

- IT companies can operate at 100% employees.. 20% WFH is encouraged..

- Private companies can operate with 100% employees..

- TASMAC - From 10 AM to 8 PM..

- Non-essential E-commerce allowed..",disgust
"TN #Unlock1 for Outside #Chennai 

- Factories can operate at 100% employees

- IT companies can operate at 100% employees.. 20% WFH is encouraged..

- Private companies can operate with 100% employees..

- TASMAC - From 10 AM to 8 PM..

- Non-essential E-commerce allowed..",disgust
"TN #Unlock1 For #Chennai

From June 8th

- 50% dine-in capacity in restaurants/Tea shops.. No A/C

- Tea Shops, Restaurants, Vegetable and Grocery Shops - From 6 AM to 8 PM

- Taxis/Cabs - 3 Passengers.. Autos - 2 Passengers (Excluding Driver)..

- Salon/Beauty Parlor.. No A/C",sadness
"TN #Unlock1 For #Chennai

From June 8th

- 50% dine-in capacity in restaurants/Tea shops.. No A/C

- Tea Shops, Restaurants, Vegetable and Grocery Shops - From 6 AM to 8 PM

- Taxis/Cabs - 3 Passengers.. Autos - 2 Passengers (Excluding Driver)..

- Salon/Beauty Parlor.. No A/C",sadness
"TN #Unlock1 For #Chennai

From June 1st

- IT Companies: 20% Max Employee Force.. 40 People Max.. Own Transportation by the Company

- Other Private Companies - 50% Employees.. WFH is encouraged

- Except Malls, all shops including Big ones can open.. 50% employees.. 5 customers",sadness
"TN #Unlock1 For #Chennai

From June 1st

- IT Companies: 20% Max Employee Force.. 40 People Max.. Own Transportation by the Company

- Other Private Companies - 50% Employees.. WFH is encouraged

- Except Malls, all shops including Big ones can open.. 50% employees.. 5 customers",sadness
"TN #Unlock1 

TN is divided into 8 zones for travel

In Zone 7 and 8, (Chennai, Chengalpet, Kanchi and Tiruvallur), public bus transport is prohibited..

In all other zones, public transport is allowed intra-zone with 60% occupancy.. 

No e-pass for intra-zone & public transport  pic.twitter.com/ZWZR0noGOD",disgust
"TN #Unlock1 

TN is divided into 8 zones for travel

In Zone 7 and 8, (Chennai, Chengalpet, Kanchi and Tiruvallur), public bus transport is prohibited..

In all other zones, public transport is allowed intra-zone with 60% occupancy.. 

No e-pass for intra-zone & public transport  pic.twitter.com/7LWT2JW6yW",disgust
"In Chennai (non-containment zones), restaurants can serve with 50% seating from June 8. 
#Chennai #TamilNadu #Unlock1 #COVID19 https://twitter.com/dsureshkumar/status/1266941543035727872 …",disgust
Is #Chennai and adjacent districts going to open . They were the last to implement #Lockdown but will be the first to go for #Unlock1,sadness
"Apart from #Chennai, in other parts of the State; all companies including #IT and IT enabled services can function with 100 percent employees 

#Unlock1 #CoronaVirusUpdate #Chennai #COVIDー19 #TNCoronaUpdate #covid19tamilnadu #Trichy #Madurai #Coimbatore #Tirunelveli #Kanyakumari",sadness
"Hired vehicles and #taxis can be operated within the zone without #EPass; Apart from driver, three passengers are allowed in #Tamilnadu
#Unlock1 #CoronaVirusUpdate #Chennai #COVIDー19 #TNCoronaUpdate #covid19tamilnadu #Trichy #Madurai #Coimbatore #Tirunelveli #Kanyakumari pic.twitter.com/2ku9QumnrW",fear
"""Smokers are more likely to get a severe case of #COVID19"" - @WHO
#IndiaFightsCorona #Unlock1 #EPS #CM #CoronaVirusUpdate #Chennai #COVIDー19 #TNCoronaUpdate #covid19tamilnadu #Trichy #Madurai #Coimbatore #Tirunelveli #Kanyakumari pic.twitter.com/fklpLWDw84",fear
"#IT companies and IT-enabled Services can function with 20 percent employees (maximum 40 persons) from June 1

#Unlock1 #EPS #CM #CoronaVirusUpdate
#Chennai #COVIDー19 #TNCoronaUpdate #covid19tamilnadu #Trichy #Madurai #Coimbatore #Tirunelveli #Kanyakumari pic.twitter.com/VcadsJWh3a",sadness
"All public transport can start 50% of service from tomorrow in TN. Except Chennai, Chengalpat, Tiruvallur and Kanchipuram districts.

#TNBusService #Lockdown5 #Unlock1",anger
"Barring Chennai, Kancheepuram, Tiruvallur and Chengalpattu dists, public transportation to be allowed in all other districts. 50 % of buses to be operated. 

#Unlock1.0TN

@xpresstn pic.twitter.com/JJuAeoJ8iC",disgust
"TN :
Curfew extended till June 30th with few #Unlock1 relaxations..

Public Transport/Bus services to resume 50% outside Chennai, Chengalpet, Kanchi and Tiruvallur Dists..

Places of worship will not re-open for now..

#TNCoronaUpdates",joy
"All public transport can start 50% of service from tomorrow in TN. Except Chennai, Chengalpat, Tiruvallur and Kanchipuram districts.

#TNBusService #Lockdown5 #Unlock1",anger
"All public transport can start 50% of service from tomorrow in TN. Except Chennai, Chengalpat, Tiruvallur and Kanchipuram districts.

#TNBusService #Lockdown5 #Unlock1",anger
"Shopping Malls will not be opened in TN as part of #Unlock1 Phase I relaxations.

#CoronavirusLockdown
#CoronaVirusUpdate
#Chennai #COVIDー19 #TNCoronaUpdate #covid19tamilnadu
#Trichy #Madurai #Coimbatore #Tirunelveli #Nagercoil #Kanyakumari pic.twitter.com/ipAZdFBVmk",joy
"@CMOTamilNadu extended curfew  till June 30th with #Unlock1 relaxations in TN 

Public Transport/Bus services can resume 50% with 60% of passengers outside Chennai, Chengalpet, Kanchipuram and Tiruvallur .

#TNCoronaUpdates #Covid19",joy
"TN :

Curfew extended till June 30th with MHA #Unlock1 relaxations..

Public Transport/Bus services can resume 50% outside Chennai, Chengalpet, Kanchi and Tiruvallur Dists..

Places of worship will not re-open for now..

#TNCoronaUpdates",joy
"#Unlock1 Except chennai, Thiruvallur,Kanchipuram  and chengalpattu 50% buses will start the services from tomorrow  pic.twitter.com/EAkSrFRywo",anger
"#Unlock1 and yet there is no liquor supplies in Chennai. Only home delivery of liquor can make people stick to homes. 

#ModiShouldResign #ChennaiCorporation #Lockdown5",sadness
Meanwhile Chennaites #Unlock #Unlock1 #chennai #tasmac pic.twitter.com/qU49LO92LK,sadness
"Ethuku #lockdown 😂
#Lockdown5 #unlock #unlockone #unlock1 #tn #tamilnadu #Chennai #covid #coronavirus #CoronavirusLockdown pic.twitter.com/W5r5ELlXcY",joy
Any news of #TASMAC In chennai during #unlock1,sadness
"To feel elite you have to break the box office with super stars, it’s like peer pressure: #TharunBhascker
#Tollywood #TeluguCinema #Unlock1 #SusantSinghRajput #TFI
 https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/time-to-realise-that-stories-trump-stars-any-day-tharun-bhascker/articleshow/76417519.cms … - Hyderabad Times",sadness
"Just a pic of @YoursEesha looking cute in yellow 💛♥️
#EeshaRebba #YellowTwitter #Unlock1 #Tollywood #TollywoodActress  pic.twitter.com/TVLCpq5Nr0 - Hyderabad Times",joy
"Check out the link in the bio to read the Hyderabad Times e-paper now. Head to E-times for more entertainment news. 
.
#HyderabadTimes #Epaper #TimesofIndia #Covid19 #Bollywood #Tollywood #unlock1 #Hyderabad #SushantSinghRajput #SalmanKhan #ArbaazKhan #Dabangg #RaviBabu pic.twitter.com/4qITW9SSdi",joy
"The sun plays hide and seek as #Hyderabadis go back to their favourite haunts during #Unlock1.
Gulzar House, #Charminar. 
📸: @SravanTOI
#Hyderabad #Sunsets pic.twitter.com/Vnl31Qmazr",joy
"The sun plays hide and seek as #Hyderabadis go back to their favourite haunts during #Unlock1.
Gulzar House, #Charminar. 
📸: @SravanTOI
#Hyderabad #Sunsets pic.twitter.com/HMOBvxs9IB",joy
".@virendersehwag continues coming to the aid of the underprivileged.

#VirenderSehwag #FeedTheNeedy #migrants #Unlock1  pic.twitter.com/EHIyOlJHc0 - Hyderabad Times",sadness
"Check out the link in the bio to read the Hyderabad Times e-paper now. Head to E-times for more entertainment news. 
.
#HyderabadTimes #Epaper #TimesofIndia #Covid #Bollywood #Tollywood #unlock1 #Hyderabad #SushantSinghRajput #SaifAliKhan #KanganaRanaut video pic.twitter.com/DxB5KdqI9z",disgust
#Dehradun #apartments #residential #hillstation #lockdown #Unlock1 #Hyderabad #KaranJohar #curfew #earthquake #flyingbeast #Hushpuppi #Insecure #KanganaRanaut #London pic.twitter.com/aobcJA55kg,anger
"Check out the Hyderabad Times e-paper:  http://tiny.cc/qplxlz  and head to E-times for more movie news:  http://tiny.cc/dyy4lz 
#HyderabadTimes #Epaper #TimesofIndia #Covid #Bollywood #Tollywood #unlock1 #Hyderabad #SushantSinghRajput #GeetaChander #RIPSushant pic.twitter.com/jTB5xN8wne",sadness
"Check out the Hyderabad Times e-paper:  http://tiny.cc/qplxlz  and head to E-times for more movie news:  http://tiny.cc/dyy4lz 
#HyderabadTimes #Epaper #TimesofIndia #Covid #Bollywood #Tollywood #unlock1 #Hyderabad #DarrenSammy #SunrisersHyderabad #Racism #BlackLivesMatter pic.twitter.com/lpRUdGP1OS",disgust
#Hyderabad Chilkur Balaji #Temple had decided not to open Temple for Devotees frm June 8th even after Union Govt had allowed temples to open as #Unlock1 from Covid19. Priest said that Google snippets had wrongly shown that Temple is open since June 8th #Telangana pic.twitter.com/4eUcsYqLhH,sadness
".@TejaswiMadivada is all of us who can't go out, so instead, choose to dress up for the living room. Isn't her beach outfit 🔥 though? 
#TejaswiMadivada #Tollywood #TollywoodActress #TeluguCinema #Unlock1 #BeachLife  https://twitter.com/HydTimes/status/1271706369058471936/photo/1 pic.twitter.com/rfK5twiJYX  - Hyderabad Times",sadness
"Check out the Hyderabad Times e-paper:  http://tiny.cc/qplxlz  and head to E-times for more movie news:  http://tiny.cc/dyy4lz 
#HyderabadTimes #Epaper #TimesofIndia #Covid #Bollywood #Tollywood #unlock1 #Hyderabad #AkshayKumar pic.twitter.com/qkEV0RDbCK",sadness
"#UnlockingHyderabad: Jagadish Market in Abids is slowly inching towards normalcy

#Unlock1 #NewNormal #COVID19Pandemic #Hyderabad  pic.twitter.com/oGNND14RdV",sadness
"Check out the Hyderabad Times e-paper:  http://tiny.cc/qplxlz  and head to E-times for more movie news:  http://tiny.cc/dyy4lz 
#HyderabadTimes #Epaper #TimesofIndia #Covid #Bollywood #Tollywood #unlock1 #Hyderabad #VishnuManchu #TaapseePannu pic.twitter.com/IKRhUlqgcR",sadness
"MOSQUES TO HOLD 2 JUMA PRAYERS TO AVOID CROWD
 http://epaper.deccanchronicle.com/articledetailpage.aspx?id=14921547 …
#COVID19 #coronavirus #lockdown #Unlock1 #places_of_worship #worship #Masjid #Mecca_Masjid #Shahi_Masjid #Congregation #Hyderabad #Telangana pic.twitter.com/v3GnwJSsER",anger
"Hello @IndiGo6E , I am planning to travel from Hyderabad to Shirdi, want to know the flight details and rules & regulations before flying. Can you help me reach home? Please. #Airlines #Covid_19india #Lockdown5 #Unlock1",fear
"#UPDATE : @TheJohnAbraham and @emraanhashmi 's #MumbaiSaga among the first films to resume shoot in #Unlock1 , gearing up for 12 days Hyderabad schedule in July.  

#EmraanHashmi #MumbaiSaga #Hyderabad #Mumbai #Bollywood #shooting #JohnAbraham #movietalkies #thursdayvibes pic.twitter.com/vMQIRrYTFZ",joy
"#UnlockingHyderabad: #JagadishMarket, a hub for mobile sales and repair services gets back to normalcy during #Unlock1. While some take precautions and wear masks, others worryingly don't.😷
#Hyderabad #MaskIndia #StaySafe #Covid_19India #Coronavirus
📸: @SravanTOI pic.twitter.com/cIci2DPdGY",anger
"#Hyderabad: Hotels hard hit by labour shortage  https://www.thehansindia.com/telangana/hyderabad-hotels-hard-hit-by-labour-shortage-627306 …

As most of the labourers left for their home-towns, #Iranihotels are functioning with minuscule staff. The hotels have either cut the menu or not at all throwing open their dining halls.  
#Unlock1",disgust
"Check out the Hyderabad Times e-paper:  http://tiny.cc/qplxlz  and head to E-times for more movie news:  http://tiny.cc/dyy4lz 
#HyderabadTimes #Epaper #TimesofIndia #Covid #Bollywood #Tollywood #unlock1 #Hyderabad #ChilkurBalaji #SonuSood #RickyKej pic.twitter.com/MonWcXmuzT",sadness
"Have you ever wondered what your reaction will be like when you first step out of the house as #Unlock1's begun? This is how @arjunk26 will probably react
#Unbelievable #thenewnormal #babyvideos #ArjunKapoor  pic.twitter.com/aZZFnAQzk9 - Hyderabad Times",joy
"Be like @ihansika, get out your #jhumkas and wear that pretty dress while chilling in your living room 
#Unlock1 #Hansika #StayHome #Tollywood #Kollywood  pic.twitter.com/BGXi3eCpLx - Hyderabad Times",joy
"#UnlockingHyderabad: Planning an outing with your friends to the mall again? Be prepared for an experience that’s in stark contrast to your average visit in the pre-COVID days. 
#Hyderabad #Covid_19 #Coronavirus #Unlock1 #LifeInTimesOfCorona https://timesofindia.indiatimes.com/entertainment/events/hyderabad/unlocking-diaries-now-open-malls-welcome-shoppers-back-with-sanitisers-thermal-scanners-and-safety-checks/articleshow/76292729.cms …",joy
"Check out the Hyderabad Times e-paper:  http://tiny.cc/qplxlz  and head to E-times for more movie news:  http://tiny.cc/dyy4lz 
#HyderabadTimes #Epaper #TimesofIndia #Covid #Bollywood #Tollywood #unlock1 #Hyderabad #PrideMonth #Disha pic.twitter.com/niNhFIqHg2",sadness
"Women walk past #MeccaMasjid , which is yet to open up it's doors for worshippers.
⁦@HydTimes⁩
#Hyderabad #Unlock1 #hyderabadlockdown 
⁦@HiHyderabad⁩ #photojournalism pic.twitter.com/rHrT6LcVtM",fear
"And #Telangana is sending asymptomatic patients home. Many of the patients cannot even afford a single room all to themselves, especially in crowded areas like Charminar, and some have entire families who have been affected by the virus. #Hyderabad #Unlock1 #Covid_19india https://twitter.com/snehil0802/status/1270020790621257733 …",sadness
"Is there anything more relaxing then a good head massage? Absolutely not! 
Let’s see what @divine_monster has to say about out safety and hygiene along with the service! 

#camillealbane #hyderabad #camillealbaneindia #camillealbanekh #camillealbaneparis #health #Unlock1  pic.twitter.com/728QPu3b3c",joy
"#ParthSamthaan enjoys biryani at a restaurant in #Hyderabad, says 'getting back to normalcy'

#coronavirus #Unlock1
 http://dnaindia.com/television/report-parth-samthaan-enjoys-biryani-at-a-restaurant-in-hyderabad-says-getting-back-to-normalcy-2827374 …",joy
"Check out the Hyderabad Times e-paper:  http://tiny.cc/qplxlz  and head to E-times for more movie news:  http://tiny.cc/dyy4lz 
#HyderabadTimes #Epaper #TimesofIndia #Covid #Bollywood #Tollywood #unlock1 #Hyderabad #Charminar pic.twitter.com/az5YDTEl27",sadness
"‘Rediscover. Reconnect. Reimagine.’ – Book Now your staycation.
#Staycation #Hyatt #Hyderabad #LeisureStay #HotelOffers #Gachibowli #Unlock1.0 #lockdown #hotel #relax #food #love #StaySafe #StaycationWithHyatt #SafetyFirstWellBeingAlways pic.twitter.com/tuRA6WQtSZ",joy
"Mecca, Shahi Masjid caught in official mess
 http://epaper.deccanchronicle.com/articledetailpage.aspx?id=14915108 …
#COVID19 #Coronavirus #Unlock1 #lockdown #WorshipPlaces #Worshipper #Mosques #Minorities #Hyderabad #Telangana pic.twitter.com/h8AKJ0Em7A",anger
"OWAISI SLAMS MODI FOR FAILURE TO CURB COVID
 http://epaper.deccanchronicle.com/articledetailpage.aspx?id=14914967 …
@PMOIndia @asadowaisi @aimim_national
#COVID19 #Coronavirus #Unlock1 #Placesofworship #China #LadakhBorder #Nugrants #Hyderabad  pic.twitter.com/QpboowWEgB",sadness
"#Unlock1: @LaghateParth steps out for a meal at a restaurant in #Hyderabad, writes, ""Getting back to normalcy""

#ParthSamthaan #KasautiiZindagiiKay https://timesofindia.indiatimes.com/tv/news/hindi/kasautii-zindagii-kays-parth-samthaan-enjoys-his-first-meal-at-a-restaurant-as-unlock-1-0-kicks-in/articleshow/76263999.cms …",joy
Eerie scenes at #Hyderabad malls as salespersons wait for customers to turn up. #Unlock1 #unlock2 pic.twitter.com/MgUoTRuatq,sadness
"#Unlock1 changes mall and hotel experience

Shopping malls, religious sites, hotels, and restaurants across #Hyderabad reopened today as the @TelanganaCMO  began gradually lifting the #lockdown That too, #coronavirus cases continue to soar https://www.siasat.com/unlock-1-0-changes-mall-and-hotel-experience-1899908/ …",joy
"Today, in #Hyderabad. 

Had to fight to the urge. 
#Unlock1 #unlock2 #Telangana
@TelanganaToday pic.twitter.com/1fOkoWWfKs",anger
"Hyderabad may witness spike in Vegetable prices.

Via:  https://bit.ly/3dIcdnv 
#happeningnow #happeninginhyderabad #vegetables #fruits #unlock1 #lifeaftercovid #covidthings #hyderabad #telangana #rythubazar #gojeeto pic.twitter.com/C1J3zCs7Zn",disgust
"Today, in #Hyderabad. 

Had to fight to the urge. 
#Unlock1 #unlock2 #Telangana pic.twitter.com/YDFBd40R88",anger
".@ihansika had a stunning 'easy breezy' #VirtualPhotoshoot at home 
#Unlock1 #HansikaMotwani #Tollywood #Kollywood  pic.twitter.com/xVQOtpAP2s - Hyderabad Times",joy
"#Hyderabad #Covid Lockdown could be reimposed looking at he double century numbers over the past few days.

#Unlock1 #JustNow #CoronaUpdatesInIndia",sadness
Data privacy or urge to shop? What will you pick? #Unlock1 #Hyderabad  pic.twitter.com/9Fse1Rc9pw,joy
"Malls in #Hyderabad witness low footfall on the first of its reopening after a break of 75 days. From thermal screening, hand hygiene practices to mandatory download of Aarogya Setu app, malls open doors for consumers 

#Unlock1
#UnlockTelangana pic.twitter.com/T87WqIfAGk",sadness
"All you need to know about ""Unlock 1"". 

#Unlock1 #lockdown2020 #COVID19India #IndiaFightsCOVID19 #guidelines #maharashtra #Delhi #Kolkata #hyderabad #Rajasthan #Karnataka #TamilNadu #JammuAndKashmir #WestBengal #Localsamosa https://www.localsamosa.com/2020/06/05/lockdown-5-0-guidelines/ …",sadness
"‘Rediscover. Reconnect. Reimagine.’ – Book your staycation Now
#Staycation #Hyatt #Hyderabad #LeisureStay #HotelOffers #Gachibowli #Unlock1.0 #lockdown #hotel #relax #food #love #StaySafe #StaycationWithHyatt #SafetyFirstWellBeingAlways pic.twitter.com/OJqM3QIoWA",joy
"#UnlockingHyderabad: As the City Centre Mall opens in #BanjaraHills, strict protocols are being followed to ensure the safety of #Hyderabadis
#Hyderabad #Unlock1 #Covid19 #coronavirus
📷:: @SravanTOI pic.twitter.com/st6YNTZwH2",joy
"ndia unlock 1.0 with strict rules and measures.
#corona #unlock #unlock1.0 #workfromhome #lockdown #India #shoopy #Indiafightscorona #accounting #invoice #onlineshop #smallbusiness #shoopyapp #free #smallbusiness #supports #unlocking #chennai #banglore #hyderabad #mumbai #Noida pic.twitter.com/IicyMf0q2R",joy
#COVID19 #India #Telangana #Hyderabad #Lockdown #Unlockdown #Unlock1  pic.twitter.com/7BOQPUcQMT,sadness
"#Unlock1 
Unlock 1.0: Temples in Hyderabad reopen to thin turnout  http://telanganatoday.com/?p=454916  via @TelanganaToday
#temples #Hyderabad #iVyasa @ivyasaa #TelanganaToday",joy
"Unlock 1.0: Idly, Dosa prices go up, no offers on Biryani in Hyderabad #Unlock1.0 #Hyderabad #Hotels #Telangana https://www.thehansindia.com/telangana/unlock-10-idly-dosa-prices-go-up-no-offers-on-biryani-in-hyderabad-626876?utm_campaign=pubshare&utm_source=Twitter&utm_medium=1874798778&utm_content=auto-link&utm_id=139 …",joy
"Tiffin centres, hotels reopen in Hyderabad #Hotels #Unlock1.0 #Hyderabad #Telangana https://www.thehansindia.com/telangana/tiffin-centres-hotels-reopen-in-hyderabad-626860?utm_campaign=pubshare&utm_source=Twitter&utm_medium=1874798778&utm_content=auto-link&utm_id=139 …",joy
#Unlock1: Temples in #Hyderabad reopen to thin turnout  http://telanganatoday.com/?p=454916  via @TelanganaToday,joy
"#Unlock1: Tiffin centres, eateries reopen in #Hyderabad.   http://telanganatoday.com/?p=454902  via @TelanganaToday",sadness
"Temples re-opened, devotees throng to temples in Hyderabad #Templesreopen #Devotees #Hyderabad #Unlock1.0  https://www.thehansindia.com/telangana/temples-re-opened-devotees-throng-to-temples-in-hyderabad-626851?utm_campaign=pubshare&utm_source=Twitter&utm_medium=1874798778&utm_content=auto-link&utm_id=139 …",joy
Mecca Masjid in Hyderabad to remain shut #Unlock1.0 #Hyderabad #MeccaMasjid https://www.thehansindia.com/telangana/mecca-masjid-in-hyderabad-to-remain-shut-626850?utm_campaign=pubshare&utm_source=Twitter&utm_medium=1874798778&utm_content=auto-link&utm_id=139 …,anger
"I remember reading MHA guidelines during #Unlock1, temples were allowed outside the contamination zones. 
More than 130 daily cases being detected  in Hyderabad, if it still falls outside contamination zone then Telangana is a corona free zone. #coronavirus #COVID19India #Temples https://twitter.com/CNNnews18/status/1269833372555046912 …",fear
"My Experience driving from #Hyderabad to #Bangalore during #Unlock
 https://twitter.com/gupta__a/status/1269451522787565568 …
#InterStateTravel #Unlock1 #HydToBlr #SpreadAwareness #unlockone #Hyd2Blr #UnlockingIndia #unlock1point0 (1/?)",anger
"With places of worship, including masjids, scheduled to reopen on Monday, here is a thread on responses of the Muslim community. These are from regular people like your & me, Muslim clergy, & religious/socio-religious organisations.

#Unlock1
#Hyderabad
#Telangana
#COVIDー19",anger
#Unlock1 #Telangana #Hyderabad  pic.twitter.com/duJfnBCHvh,anger
Pilots Are Urging People to ‘Buy Plane #tickets Like You Bought Toilet Paper’#imadtravel #Unlock1 #pilots #flights #Booking #bookingsavailable #bookingflights #travelphotography #flying #AirTravel #airtraveling #Hyderabad #India #whentravelagain #wewilltravelagain #staypositive pic.twitter.com/S2Rd6OK7QB,disgust
"Public wait in queue to have #Iranichai at the famous #Nimrah cafe #Charminar. 
#Hyderabad #unlock1
#fa9news  https://www.instagram.com/p/CBI_TfalrAo/?igshid=1ict7ulex8laj …",anger
"Ahead of #Unlock1 from tomorrow it #Covindaa-Coovinda while Hyderabad turns ""high-dara-bad"" even as places of worship open up and #COVID19  cases continue to shoot up. #StaySafe #StayHome",joy
If people have problem with Marine Drive Mumbai... I bet you haven't seen the Hyderabad begum bazar fish market today!  #Unlock1 #Hyderabad new normal days with Corona be like! @GHMCOnline pic.twitter.com/rPzwDqozAD,joy
