,index,labels,tweet
2501,4247,worry,taking a load of old broken concrete to the landfill tried to find a recycler
2502,4248,worry,sitting at the connection listening to the employees reminisce and mope about their last shift
2503,4249,worry,misses driving already
2504,4250,happiness,what up world im just chillin bout to go get this money but in this economy no money is easy money anymore
2505,4251,love,i  maria but i wish she was in my class  i love her lol bored in class again
2506,4252,love, yay  i was supposed to be there next weekend but its off now   but ima make it out therei  philly
2507,4253,sadness,crying so hard
2508,4254,worry,i really miss you  i wish you were down here
2509,4255,neutral,i wish my blog was working properly  i have a great followfriday blog post i wanted to showcase
2510,4258,neutral,at the dentist i have a hole in my tooth
2511,4259,neutral, ill be back soon
2512,4260,sadness, awwwwthanks  unfortunately everything closes at pm in sweden on a friday presentation is am monday
2513,4261,happiness, nothing yet  still lookingbut lets for sure do lunch next week
2514,4264,neutral,dreading history coursework on monday
2515,4265,worry,i gotta do my assignments tomorrow  omg mackillop has swine
2516,4266,sadness,ughhh have a tummy ache
2517,4267,sadness,why are we busy ugh i have the largest headache
2518,4268,neutral, hahaha no you dont it was amazing theyre really amazing today they have another one i cant go
2519,4270,love,jesus christ meadowhall could do with better air con too hot
2520,4271,neutral, link doesnt work
2521,4273,sadness,has had a fab day on placement but working all weekend
2522,4274,sadness,its a gorgeous day and im going to work allll day  just gotta keep telling myself its for nyc
2523,4277,sadness,i only think of you as breaking my heart im trying to keep it together but im falling apart
2524,4278,sadness,pengen nonton friens of mine comeback show di prost beer house kemang besok tapi ga bisaaaaaaaaaa
2525,4280,worry,what a dreary rainy crappy day
2526,4282,sadness, yay lol now i know how you felt when i was gone
2527,4283,sadness, not columbus but just wanted to say sorry to be missing indiana show tomorrow so sad  i will be in the woods with  gs
2528,4284,sadness,missing ontario
2529,4285,worry,i am very very tired
2530,4286,worry, the newest versions are not any better
2531,4288,sadness,what a bad day  of my close relative has died so i wont be going to florida
2532,4289,sadness,phew i am melting  stupid fan  you picked a good day to stop working
2533,4290,sadness, that sucks   did you save any of it
2534,4292,sadness,bad grades again
2535,4295,sadness,  been there and never at a good time   your recourse is small claims or you can get a atty involved but that is more 
2536,4300,worry,just been in the garden but i was being attacked by bugs so i came inside
2537,4301,worry,i know that just sounded really stupid  having  jobs sucks i dont like feeling like this i feel bitter and angry what am i 
2538,4302,sadness, well i cant get cupcake because i cant connect to tmobiles network because my sim card is corrupted
2539,4303,sadness,vcenter is screwing up on me today  more specifically the mssql server that it connects to
2540,4306,worry,eatting all these candies i bought from little mexico last night charged my   for swipping my card and it all taste like shampoo
2541,4307,sadness, hey ruthie girl u send me all these lovely twitts but never respond  im hurt hows mikey and dion
2542,4309,neutral,its too hot i hate summer  harrymcflytosing
2543,4311,neutral,  we used to eat there often when the company was over there now since moving to des plaines all we eat is wendys
2544,4312,sadness, neither could i and i looked on ebay and it was like  euro for two but i doubt my parents would fork that amount out
2545,4314,sadness,theres something about this area that makes my tonsils swell up everyday i dont get it  i feel slightly miserable ff done  now
2546,4315,sadness, i would have to agree on the bacon cupcake would rather drive  the shop instead of  the office
2547,4316,sadness, what makes me sad is when i follow someone i converse with and have similar bios but they dont follow me back
2548,4317,worry,you know youre too old to party like a rockstar whenyou realize no one else claps when they dance its just you
2549,4319,happiness,chapman whuffaoke is the same night as  at gillette stadium
2550,4321,sadness,now im all sad because ill probably never see fleetwood mac
2551,4322,neutral, i dunnoi thought i was funny
2552,4323,sadness,i feel guilty bc i think its my fault the hard drive died
2553,4324,neutral,   you had    star reviews in canada at least until the talk like a canadian incident
2554,4325,sadness,could do with some messages to cheer me up         
2555,4326,happiness, hey welcome to va lol  its muggy up here by dc too  worst part of summer id say
2556,4327,sadness,is in the costume shop cleaning and starving bring me food
2557,4328,love,mins through the hr mins google wave demo that looks a lot of fun would love to test it though  httpbitlywnmsc
2558,4329,sadness, sorry but i dont see a twitter user named 
2559,4330,worry,bree say hi to the otters they are my favorite besides the fact they are slowly killing themselves with each shell they open
2560,4331,worry,sorry guys i didnt sign in for a while  sorry every
2561,4334,neutral, shitttttt
2562,4335,neutral, snap to grid i just realized that i havent seen iqbal in  days
2563,4337,happiness,i dont think im very well just in time for the weekend
2564,4338,neutral,follow friday is a bit hard to do when my work kicks in on fridays
2565,4341,happiness,i want dazzle
2566,4344,love,i think everyone hates me on here   lol
2567,4346,neutral, dont you agree
2568,4347,worry, hours of sleep a migraine again what is wrong with me    hate my life
2569,4348,worry, my riding time has been dismal too during these rainy weeks  havent been able to make myself to go to the gym instead
2570,4352,worry,my body hurt  i need a rub down like now
2571,4353,worry, i am lost please help me find a good home
2572,4354,worry, im totally gutted i ended up with my foot in a cast today so i cant travel to nottingham now to see you guys   
2573,4357,neutral,plane tickets to uk and everywhere in europe are beyond cheap for juneoct but theres no gig in the near future announced yet
2574,4358,sadness, lmao i need a shopping partner today
2575,4359,love,its you and me forever  its you and me right now   flywithmeobsessive im crying
2576,4360,worry,my throat hurts
2577,4363,sadness, unfortunately i will be nowhere near the beach i have fam in that area too
2578,4366,love, kisses or its screwed ill be a raggy old cat woman ha im pretty sure of it
2579,4367,happiness,such a beautiful day i just wish i had the energy to enjoy it
2580,4368,sadness,darn it that was supposed to be a haiku but the formatting failed me
2581,4371,worry,httppinkpawsforlifeorg  pets get cancer too
2582,4372,neutral, hey handsome  im packing
2583,4373,sadness,really wants to buy new clothes
2584,4376,worry,braxton was up at  untill am and now he wont sleep more than  minutes at a time its hard to be a mom on days like this
2585,4377,sadness,walk was grand peeps lol feet are really hurting now thought  
2586,4379,happiness,shopping with  tonight cant wait  lucky   has already finished work  im stuck here forever
2587,4380,worry,trying to get into the groove of studying  heeelllppppp meeeeeeee
2588,4381,sadness,how could they kill him hollyoaks made me sad
2589,4382,worry, when they dont pop well i feel lousier after playing those
2590,4383,sadness,i need to get my life together aka my apartment all cleaned and back how it was before my birthday
2591,4384,neutral, gah i forgot about separate bins maybe this is a bad idea
2592,4386,neutral, im with ya  doesnt  follow me either
2593,4387,happiness,getting cds ready for tour
2594,4392,love, its gonna be hot here today too today is ryans last day of prek i cant believe it  ive been a sahm since i had him
2595,4394,sadness, me and my moms cars were broken into  i feel violated
2596,4395,neutral, kill it jasmine havent talked to you for ages
2597,4398,worry, did you already get your update i havent yet
2598,4404,sadness, oh no  well when you get back lots of pictures
2599,4406,sadness, alas we cant broadcast the lunches as we have no bandwidth in those rooms
2600,4407,worry,sitting at my desk wishing things were different
2601,4408,worry,is wondering why no one else is following it  cmon people
2602,4409,worry, so sad i have to pay 
2603,4410,love, hugs me too
2604,4411,worry,not feeling comfortable with myself today
2605,4413,sadness,i so shouldve gone right now wish i could alter time  
2606,4415,love,i forgot to put my work clothes in the dryer  also i love my new slippers
2607,4417,happiness,so i cannot find my poetry book it wasnt at my dads and im about to tear up my room looking for it it i dont im gonna be sad
2608,4418,happiness,illustrated me too its hard to argue w him cause he makes some great points i just cant wrap my heart around that one
2609,4419,sadness,tracy and berwick breaks my achy breaky heart  they split ways in the hallways
2610,4420,happiness,chatted with my old schoolmates awww  i miss my highschool
2611,4425,sadness,awh its the last day of the tour  ill miss hangin w and children  soooolets make it an awesome nite in ok
2612,4429,sadness, they are gone after i restarted twetdeck   and i wanted to follow  the peeps that i got posted frommy friends 
2613,4431,worry, hahah yeah i had the same problem tomorrow there is a bday dinner for terry at  so i dont think well see the fight
2614,4434,sadness,taking my brother to the airport  then gym
2615,4435,sadness, you dont wanna see me while youre here
2616,4437,worry,on hold with unemployment hoping to get call completed before i need to get daughter from school not looking good
2617,4439,worry,iï¿½m back sorry lot a work  news
2618,4441,sadness,just got home from school and from the wake of my friends father  so tired
2619,4442,sadness,is off to get her hair cut in the morning and is not looking forward to spending a weekend alone
2620,4443,sadness,life can get soo dull sometimes what do you do when u have no  around  x
2621,4444,worry, i think i am going to do lennys i dont know ahh lol i hate making decsions
2622,4447,happiness, well i must say she is very lucky to have you i guess that means no chillin and concert with me huh
2623,4448,sadness,im too busy at work todayit is interferring with socializing
2624,4449,happiness,  waves to make it all ok again
2625,4450,worry,tgif what a morning its been nonstop  i need coffee stayed up late last night trying to get todays work done didnt work
2626,4454,sadness, yeaa im so sad ive watched her live performances in peru etc and they are epic   i wish shed just come to ni lol xo
2627,4455,sadness,the mall i once worked at has turned into a very depressing place
2628,4457,neutral,ive got no idea how to reach the birthday brunch location roads around west jkt clueless
2629,4458,worry, oh nancy  so sorry for your loss   wishing you the best
2630,4461,happiness,exams  haha just remembrd the china buffet king yesterday vair amusing 
2631,4462,sadness, oh snap
2632,4464,sadness,  lol zzzzy in office and im alone in my bay again
2633,4465,worry,industrial tommorow oh yeah  i get to go see a bunch of old people go away forever  i will probably cry all over the place
2634,4466,worry,i always feel like im betraying her trust in me when i drop the pup off at the groomer
2635,4467,sadness,httptwitpiccomq  soi dont have a pe  but i do have a pocket artoo
2636,4469,worry,thinkin  tryin  figure out lifes tricks
2637,4470,worry,omg i was so nervous last block i had my speech and i almost puked it was horrible i bet i got a bad grade on it
2638,4472,sadness,  i was supposed to be cominglife got in the way lol give my friends a wild time
2639,4473,worry,i want guitar heroworld tour soo bad
2640,4475,worry,just realized i gained  pounds in the last year  httpbitlywcra
2641,4476,neutral, its saying that it is the wrong linkit cannot find the address
2642,4479,worry,so hot in the office as air con been broken for weeks fans on all round office but they just push hot air around really and not helping
2643,4480,sadness, cool not a big user of dm though
2644,4481,love, im still waiting for them to recontinue their breathless scent  lol
2645,4483,sadness,i really despair over the whole copyright situation httpbitlyylyi  being visually impaired means you dont deserve to read  sccr
2646,4485,worry,ive got a headache now
2647,4487,worry,i didnt wake up early enough to go roller blading  contrary to a tributary i flow endlessly
2648,4488,sadness,i dont like waiting
2649,4489,neutral, ya i heard  was a giant leap in the right direction this is a work comp though  ill enquire
2650,4493,worry,im extremely hungry and the only thing i have in my house is soup  i dont like soup pouts
2651,4494,worry,mouth hurts
2652,4495,neutral,looking for accessories for my livescribe smartpen not many sources here in germany for it
2653,4497,love,now that hugh laurie has mentioned he follows  on twitter thousands of idiots think this  is him idiots
2654,4498,worry, im lookin  the news and its not gonna b warm enough for the beach
2655,4500,worry, i missed your partyyou must forgive me pleassse i feel bad
2656,4501,sadness,my wife lost her sprint blackberry  on a bike ride in am  anyone have an extra bb laying around retweet
2657,4502,sadness, i need to do some more post but i dont have time on this tour   apologies to all my supporters
2658,4503,worry,its payday yay for all the good it does bills bills billsim broke again already
2659,4504,sadness, cant need to work on overtime project at lunchtime    sorry
2660,4505,worry,so tired work today
2661,4508,happiness, i agree paparazzi waz an amazing vid i luved it but felt bad cuz it waz leaked  i watched it
2662,4510,worry,headed to verizon praying that pinkberry is going to make it
2663,4512,worry,i have to pee  coffee  sooo long until break time  more letterswhat to write what to writeoh used them all up
2664,4513,worry,lol that bank told me the time
2665,4514,worry,vegetable me 
2666,4515,neutral,gonna go and see my sister at mount saini   shes there for at least another  hours
2667,4516,sadness,so now i have conjunctivitis in my left eye is this a sign of something what did i do wrong to deserve thislol im dying people
2668,4517,neutral, im not going till wednesday
2669,4518,sadness,is very disappointed that cadbury chocolate blocks got smaller
2670,4522,neutral, omgg hhaha nooo drag me to hell is evviiil and angels and demons supposedly sucked   ohh no haha
2671,4524,happiness, yes one final party  better make it a good one  how much mpre stuff you got to go
2672,4525,sadness, my camera is brokennn
2673,4527,worry,i now know more than i ever wanted to know about the extinction of frogs
2674,4530,sadness, come online i need someone to talk to
2675,4534,worry,gardening stuff i ordered got returned to sender because it was damage  need to work out how to get to a garden centre
2676,4537,worry,thinks lamb chops would be really nice right about now or maybe some sushi  mmm maybe just an ice lolly cos its so  hot
2677,4538,sadness,my back is killing me stupid softball
2678,4541,happiness,tired and all i want to do is play random songs on my gitwar but i have to do my drama essay
2679,4544,sadness,again im stuck in traffic jams  somewhat starting to be the same situation every day thats sad really
2680,4545,sadness,irony inventor of ford mustang cant keep his car   httptinyurlcomlpmvtk via 
2681,4547,love,fallen in love with enter shikari again might go for a walk with the lady later  now though
2682,4549,sadness, i wish we could make a quick trip to la in july  i miss la
2683,4550,sadness,wockeez  dont wanna miss any of your showsyou guys kick it sad to saymy plane is in the shop
2684,4551,worry,my car died this morning  on top of everything that happened yesterday  whoever put the hex on me please let me know what i did wrong
2685,4552,sadness,conference call arranged for pm today just blew my leaving early out the window
2686,4556,neutral, it mustve been miami cause i havent been able to drive my car since we got backit needed an oil pump
2687,4558,neutral, not working here
2688,4560,worry,cohen i am lost please help me find a good home
2689,4562,sadness, snuggles you backeveryones telling me to get over it but ive had her  years  x
2690,4564,sadness,why do you hurt me does it bring you joy to see me cry you know i love you more then anything and yet u break my heart everyday
2691,4566,sadness,rip to officer edwards may god continue to bless his family whats up wit cops killing cops seen the same thing happen on the wire
2692,4567,neutral,my bum hurts
2693,4569,happiness, hey heyim only finishing on the th of june
2694,4570,worry, first of all i love your picture picture   the boyfriend  jackie fml why havent you embraced the phone 
2695,4571,sadness,i want to see drag me to hell but i get the feeling none of my friends will go w me
2696,4572,neutral,i hope my morning show doesnt get cancelled
2697,4575,worry, what time you close today is it the last day today or tmr i may shed a tear
2698,4576,worry,  sorry to read about your layoff  ill keep you in my thoughts
2699,4577,sadness, i am soooo disapoointed i couldnt make it  i will be there next time glad it was productive
2700,4579,worry,supernatural httptwitpiccoml  i really miss her
2701,4581,neutral, i guess its easier said than done for some peoplemyself being one of them unfortunately
2702,4584,worry,  whats wrong with her
2703,4585,sadness,why does zero have to have thomas in it
2704,4586,sadness, it wouldnt let me download it cos it said im the uk i had a little cry
2705,4588,sadness,ahhh im engulfed in shooooes who told me to buy so maany  shoes
2706,4589,worry,my applemouse doesnt work on my shiny red coffee table
2707,4591,neutral, alas no its just a normal night  monday is quiz night
2708,4592,sadness, yeah it can be tough some times
2709,4593,neutral, sorry bout your cat 
2710,4596,happiness,i finished  s zombie chronicles a few days ago it was bittersweet now i need something new for the gym
2711,4598,worry,my car is almost definately going to be written off the garage rang and said the work will cost k and its up to the insurance co
2712,4600,worry, im still awake coulndt go back to sleep
2713,4601,worry,sitting at work waiting for this day to be over with it is always fridays that take forever wish the weekend would get here already
2714,4605,neutral,i am sooo tired
2715,4606,happiness, awww dont mean to sound like an overgrown age  baby but im still stick not as bad as yesterday but still bad
2716,4609,worry,has toothache
2717,4610,worry,feeling sick at stomach today
2718,4612,worry,i woke up this morning thinking it is saturday
2719,4613,happiness,in park slope brooklyn working the bust photoshoot this is so exciting no more fever but my tonsils are the size of golfballs
2720,4616,worry,  sad face
2721,4617,worry, hours to go and no football again for me
2722,4618,worry,i need some serious cheering up
2723,4619,love,not feeling it day just left the glasses on  peace and unity
2724,4621,happiness,hirsch thanks for the follow wish i were out of my    plan to open a shoppe in tc when the economy turns
2725,4622,neutral,my mind automatically wakes up at  huge fail  its summer  good morning nonetheless gonna get ready for work now
2726,4623,sadness,i was so close into entering pogue s book today  world according to twitter  yet now i seem so far
2727,4624,neutral,venus is out at the french open
2728,4625,sadness,on the road again i miss my traveling traveling partner
2729,4626,worry,grl very excited although her train is going to be delayed
2730,4630,worry,i need a bigger mp player even if it pains me to say it
2731,4631,worry, aaaaw no  are the windows open and that
2732,4633,sadness,i wish i could go to meet in the middle tomorrow
2733,4634,worry, i finally figured it out i felt bad canc group but  just wanted to take meds and do nothing back still hurts  
2734,4635,neutral,ive been up late this week watching jay leno tonight is his last show  but now hell move up to pm not sure if the material will bsame
2735,4637,worry,is super stressed
2736,4639,worry,is sad to go to work cuz its terminedas last dayand little monkeys last day too
2737,4641,happiness,tgif its a gorgeous day in reno today and im stuck inside
2738,4642,neutral, well what about tomorrow i miss you
2739,4643,worry,rickrolld by itunes on shuffle
2740,4644,happiness, thanks lady bummer for sure
2741,4645,worry,my student just walked in balling  she just witnessed her dog getting hit on the street  i dont know what to do to cheer her up
2742,4646,sadness, my feelings are hurt
2743,4647,neutral, how was the hn meetup i thought about going but decided to bail at the last second
2744,4649,worry,missing him so much why does he have to work  cant he just spend time with me and get paid for that lol
2745,4650,sadness,oh manmy fiance just got off work and i start mine in  hourso not fair
2746,4653,worry, forgot about the traffic  heading to foxford in mayo and the lovely pontoon tomorrow
2747,4654,worry,woke up walked out of my room and a bug flew in my eye
2748,4655,worry,and i wanted us to leave at  to do a  pm showing staff retreat mini
2749,4656,neutral, yes  here thanks for the change obama i have to start mail ordering again
2750,4657,worry,turned my alarm off this morning because i thought it was saturday had to rush to get ready for work because its def not saturday   fail
2751,4658,sadness, i wish i was in va too
2752,4659,neutral, i was watchin tv yesterday and the media is on u u were number five i think for worst beach bodies because of ur butt
2753,4660,worry,my puppys not feeling so good today
2754,4661,worry,has anyone else woken up one day and felt like they acquired near sightedness over night  everything is blurry all of a sudden
2755,4662,neutral,geoff posted a boo coming home from tenerife boo  httpboofmb
2756,4663,sadness,   awww that wasnt very nice
2757,4667,neutral,now to go home and cry
2758,4668,sadness,frank from ups last day today  sad to see him go   best delivery guy ever  hope the new guy is not a fucktard
2759,4671,worry,that just sucks
2760,4672,sadness, there is no sun here in floridaits all rainy and cloudy
2761,4673,sadness,its so sad when the dad dies  hakuna matana it means no worries for
2762,4674,worry,is it normal for a masseusse to fully massage your buttocks i swear she was a quarter inch from a medical exam
2763,4675,worry, the lens was mm  i couldnt
2764,4678,love, surely you knew this before hand a good book or a hand held has to be essential just no psps unless you have a charger
2765,4679,neutral,more bbqs  might buy some disposable ones some time
2766,4680,sadness,supernatural httptwitpiccomk  awwww poor boys cries so sad
2767,4681,sadness, yepsadly i only had  min before a meeting
2768,4684,worry, i am lost please help me find a good home
2769,4685,happiness,is in class trying to listen but i really like twitter facebook  myspace  oh yeaaah  im hungry
2770,4686,neutral,hmmmmï¿½being home isnt all great  httpunum
2771,4693,sadness, dang that is disappointing
2772,4694,happiness,wicked my dvbs tuner card has arrived although not sure ill be able to get it all set up ready for the fa cup final tomorrow
2773,4695,sadness,tgifi wish that saying applied to me but i work saturdays
2774,4698,neutral,yearold girl battles rare breast cancer  httpbitlyjpec
2775,4699,worry, unfortunately i didnt see any of that spreading of poo
2776,4705,sadness, i miss my bf
2777,4707,worry,  im so sorry  i dont understand why some people expect everyone to react to these things with the same poise as themselves
2778,4710,worry, it was jam all over the island till im havin migraine now
2779,4711,worry,ive gotten a cold every time ive flown somewhere  hrs away in the past year  hope to be back in the poolon the bike next week
2780,4712,neutral, join the club
2781,4713,worry, and its raining here
2782,4718,neutral, httptwitpiccomru  uh waiti thought this was the thtonight
2783,4720,sadness, well im glad im not the only one mines so bad im having to resort to pulling out the old hairband disguises
2784,4721,worry,have a slight headache
2785,4722,neutral, are you guys gonna get the metal detector from the brickmans i saw chad ask davey on fb sorry bout your ring
2786,4724,worry,stuck at home bc my mom is sick and we haz not moniez
2787,4727,neutral, the link didnt work
2788,4729,neutral,   does she like it or does she roll her eyes  now im curious as hell  good singing is a real treat as far am im concerned
2789,4730,happiness, it reentered my brain orbit thanks to me watching ryan reynolds mugging away in just friends recently
2790,4734,sadness,i miss my jeep  now i have to bum a ride to the dreaded horrid walmart boo
2791,4735,sadness, fallout  is a hard game
2792,4738,sadness,  chroma key coolness  when are the cumulus seminars going online couldnt see the live feed here
2793,4740,sadness, yessum  well see how this year goes maybe i can head back in oct when the rates go down i wanted to go for my bday
2794,4741,sadness,i think im about to break my own heart as emo as that sounds meh
2795,4742,neutral,is tired n wants to sleep in her own bed
2796,4743,sadness,dammit i cant watch stadium music
2797,4744,happiness,just got in a nasty argument with someone i normally like very much  she doesnt forgive well either
2798,4746,love, are you in galbladia garden that  is hard
2799,4747,sadness,laying in bed sore and snuggeling domino i dont wanna work out today
2800,4749,love, would love it if you guys toured here really philippines tour
2801,4750,sadness,its raining  i cant go out to jogging i have to do it in my house gym
2802,4752,sadness,thought i was going to have a fun day
2803,4757,neutral,is moving out of nesbitt
2804,4759,worry,  oh foa real i didnt really keep up with what was going on too many diff storys n stuff hey  wish he neva did it
2805,4762,happiness, he thinks hes a gangsterrr  his  dont even fit in g unit  i know  
2806,4763,neutral, unusual for them
2807,4764,sadness,this phyllis hyman unsung story is so sad
2808,4765,worry,dear  astop snoring and b move from the middle of the bed please
2809,4766,neutral,sites that republish my blogs feed often end up higher than my blog on google search results
2810,4767,neutral,my hairs straight  lmao
2811,4769,worry,now i am doing the microeconomics project  ihate this subject  beside that i have the english ilets exam tomorrow waaa help 
2812,4770,worry,my shoes hurt my feet
2813,4772,sadness,at work with a huge headache
2814,4773,happiness,this is my anthem right now dont leave me high and dry   httpblipfmfcr
2815,4774,sadness,i feel like 
2816,4775,sadness, oh dear thats just disturbing   the coffee connoisseur in me just died a little
2817,4777,worry, yeah  that was bad
2818,4782,sadness,my knees are sore after physio
2819,4785,sadness,my coffee got cold blah
2820,4788,sadness,why does she keep trying to hurt me arent the tears ive cried in the past few months enough
2821,4789,sadness,it is always sunny on days when i cant possible be outside  life is out to get me
2822,4790,worry,get over on his mom  now i feel horrible he must think i am  thats not what i meant just thought itd be better than the brunt
2823,4792,worry, more days with slow internet
2824,4793,love,omgoodness back to school soon fun
2825,4795,worry, will we be seeing mcfly in the philippines soon
2826,4796,sadness,katieedwards i cant yet back ive run out of texts  ill ring you laters xoxo
2827,4798,sadness, im on blip but cant get it to work on me iphone
2828,4799,sadness,got people dont let me skip sci pratical becos skola is impt and cannot waste my parents money  nt fair
2829,4800,neutral,its cold
2830,4801,worry,died again in kp   gonna upgrade some of my spells now first before heading back there eq
2831,4802,happiness,finally on my way home
2832,4803,happiness, have to break my no work in weekend rule  so much overloaded with work aargh hate it
2833,4807,worry,i was on time three shifts in a row  but i woke up at  and works at  five minutes late ugh 
2834,4809,neutral,kate is leaving me all by my lonesome
2835,4810,neutral,hisashi mï¿½y em mï¿½ torrent thï¿½ bï¿½ ch trï¿½n nhï¿½ ang thiï¿½n long li chy xung iu tra
2836,4813,worry,i really  should have gone to the chiropractor this week   and today  my neck hurts so bad
2837,4814,sadness,ordered a new computer unfortunately it wont get here until the end of june
2838,4815,sadness,two dozen roses sent  overnight and delivered this morning just found out the recipient is out of town sad
2839,4816,love,dont you hate it when youre left with one slice of bread left in the bag half sandwich
2840,4817,happiness,i get to drive my dad to the airport so he can fly to vegas for the wsop i wanna go to vegas
2841,4818,worry, these holidays are soo boring
2842,4819,sadness,ewww just printed my new id badge thingie  work n eww my picture i took so many n they were all ugly
2843,4820,happiness,just about to say goodbye to  and  two of the best interns that elevate have ever had
2844,4826,neutral, stinks  what do you do anyway
2845,4829,worry,i forgot to put on sunblock before getting in the car
2846,4832,worry,i didnt go to the gym today and i feel bad
2847,4833,worry,i guessed my leg havent healed from the old injuries  but i can still run though and kick ball haha but will sometimes fell a sharp pain
2848,4834,neutral,and so to london in a car thats about  degrees with no air con
2849,4836,sadness, yeah me too  but there isnï¿½t any prom here in germany although school is almost everywhere the same 
2850,4842,neutral,it will if i do it in a round about way i ahve to copy the public contacts into my personal contacts first  no big deal
2851,4845,sadness,i need to get back into daily tweeting this hiatus sucks  what also sucks is gsn interrupting shows while theyre airing 
2852,4846,sadness,god opened the clouds and said i hate you josh
2853,4849,worry, well there go my peace corps prospects
2854,4851,neutral,work all day
2855,4852,worry,kiss i cant find it on youtube   only the concert versionshelp
2856,4854,love, oh great
2857,4855,neutral,wishes he could be with that special someone
2858,4856,worry,forgot how much i hate pizza delivery and manalapan and marlboro scum
2859,4857,sadness, for me theyre not
2860,4858,sadness,omfg my head
2861,4859,sadness,my job sucks
2862,4860,sadness, so sorry i missed it
2863,4862,happiness, i have to dj  gigs on  no bk hh fest for me  so please keep me posted on live dates
2864,4863,sadness,busy day no time to tweet  bmore whats happening this weekend
2865,4865,worry, am i not good enough
2866,4867,sadness,missss my friends and plav  time for a long day of work hahah
2867,4868,sadness,so so tired
2868,4869,worry,michael porter is haunting me again ugh the five forces but i dont remember the other  strategies for competitive advantage
2869,4870,sadness,xo they were so pretty and took like an hour to do  can i do ursssss
2870,4872,sadness, bummer   was going to try and make it other commitments im afraid got into the way  next time hopefully
2871,4873,sadness,is tired and sad
2872,4875,happiness,looks like another sober weekend ahead
2873,4876,worry, tried to edit the page but couldnt add my name  can you pop me on the list please
2874,4878,sadness, loadsa shizze has happend  im so upset
2875,4880,sadness,why does my life suck
2876,4881,love, glad its nice there gray skies and rainy in wisconsin
2877,4882,sadness,ugh poor beautiful girl went in for new tires and inspection sticker now theres a  repair and still no tires
2878,4883,worry, that and being so careless with her vocals
2879,4884,sadness,freesats coverage sky dish is really really bad at the moment blocks all over the place really annoying
2880,4887,sadness,conference call with hp  they gave me an invalid pass code so i cant attend
2881,4888,sadness, the thought of splitting the estate is depressing of course kidding i dont like the thought of my parents dying
2882,4889,sadness, im dead bored but also dead poor student life is a piss take
2883,4890,neutral, weve got a pool still boxed up because i need to level a suitable patch of ground before we can set it up
2884,4891,sadness,massive headache
2885,4895,sadness,so annoyed i missed mitch benn  lemon tree  you whats on
2886,4896,sadness,oh no i just crashed my ball pump
2887,4897,worry, its truei can never be like bambu never
2888,4898,love,oh noes my puma hoodie is coming apart  i love this thing
2889,4900,sadness,wish we had a garden so we could have a bbq tonight  might set up a lounge bbq type thing thatll work fridayfirehazzard
2890,4901,worry,sad day told my students this is my last year here a lot of crying since
2891,4902,worry,slovakian country side is a refreshing change compared to tarmac and cars but i am a city boy and need the tarmac
2892,4906,neutral,  were do you  work
2893,4908,neutral,  ive been
2894,4909,neutral,laptops thrown a paddy so bouncing half of my live set down as wavs  need a new laptop and a new copy of ableton hey ho mtfbwy
2895,4911,neutral, no its a bug  in coding go into the forum then do reg let me know if that work
2896,4912,sadness,my poor phone is nekkid without its cover
2897,4913,worry,according to  a quarter of families under six live in poverty
2898,4914,neutral,sorry im not using tweetdeck its not letting me tweet today
2899,4916,neutral, i ate some hot food
2900,4918,love,i realy wanted to go out cause its so nice but everybodys busy
2901,4919,worry,dont you just hate when you are craving something to eat and then you go get it and end up disappointed ugh
2902,4920,neutral, thats no fun  server change
2903,4921,neutral,advisor haha im just going to turn off these thingsbut then i cant tweet from my phone  stupid spammers
2904,4922,worry, im so sorry i hope shes ok  
2905,4924,love, mines curly atm  i want mine to be straight lmao
2906,4925,sadness,well thats that then exam failed and bsc gone
2907,4926,sadness, grrr people suck i cry when animals die on nature shows  these people are sick no hunting endangered species
2908,4929,worry,have hardly worked out in the last two weeks but am losing weight  fear im losing muscle  just made doc appt for injured foot
2909,4930,neutral,disneyland was a blast yesterday now back to work
2910,4931,worry,i just saw a load of ambulances  police cars  a car smashed up with a roof lying in the road    thats  man dead  sure    
2911,4932,neutral,brilliant day today got the car washed and got a washing done just have to go to work in an hour
2912,4935,sadness, no its annoying and makes us girls that follow sports and are knowledgable look dumb
2913,4938,love,awww the boys have no beards    i liked their manly manness via  asylm
2914,4939,worry, sorry jj i missed that post  ill make sure do so next time
2915,4944,worry,i know im wrong  just give me one more chance   senti  
2916,4946,worry, lmaaaooooo that is horrible poor thing
2917,4947,sadness,everything is annoying me today
2918,4950,worry,hateeee history of rock
2919,4951,worry,hand hurts
2920,4952,sadness, lucky girl i work all day tomorrow and maybe even monday
2921,4954,worry, awww mate thats such a shitter
2922,4957,sadness,i need some cheering up
2923,4958,neutral,listening to the legally blonde musical soundtrack lamenting not going anymore perhaps i will buy a nosebleed seat and go alone
2924,4960,worry,ugh im so sleepy  i think im still kinda sick
2925,4961,worry,venus williams is having a horrible day at the office
2926,4963,sadness,soo tired still kinda angry that i missed the concert
2927,4964,sadness,stupid competition stuff keeps getting in the way  but i am going to get some words in today if it kills me   writes
2928,4965,sadness,leaving now  off to get my angry teethed pulled
2929,4967,love, its am   and i are still up sending you as much tweets as we can philippines tour please
2930,4969,sadness,dreaming what mileys gonna quit hannah montanai dont wanna believe it
2931,4970,worry,waiting for the sun to come back school called joey has a sore throat  i want summer off to make some lunch love to alllllllllllll
